source,target,status,reason
common/scripted_triggers/zz_SFTt_SHIP_HAS_COMPO.txt,common/scripted_triggers/zz_SFTt_SHIP_HAS_COMPO.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_triggers/zz_SFTt_SHIP_MARINE.txt,common/scripted_triggers/zz_SFTt_SHIP_MARINE.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_triggers/zz_SFTt_SHIP_SIZE.txt,common/scripted_triggers/zz_SFTt_SHIP_SIZE.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_triggers/zz_SFTt_SHIP_USE_ROLES.txt,common/scripted_triggers/zz_SFTt_SHIP_USE_ROLES.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/ship_behaviors/000_SFT_behaviors.txt,common/ship_behaviors/000_SFT_behaviors.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/ship_behaviors/000_SFT_behaviors_others.txt,common/ship_behaviors/000_SFT_behaviors_others.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/ship_behaviors/000_SFT_strike_craft.txt,common/ship_behaviors/000_SFT_strike_craft.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/static_modifiers/00_SFTm_ship_speed.txt,common/static_modifiers/00_SFTm_ship_speed.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/static_modifiers/00_SFTm_special_component.txt,common/static_modifiers/00_SFTm_special_component.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
events/SFT_event_ship_design.txt,events/SFT_event_ship_design.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/esc_inlines_combat_computers.txt,common/inline_scripts/esc_computers/esc_inlines_combat_computers.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/esc_inlines_uses_bio_ships_conditional.txt,common/inline_scripts/esc_computers/esc_inlines_uses_bio_ships_conditional.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_01_SW_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_02_TP_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_d.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_d.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_03_PK_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_d.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_d.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_04_LN_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_d.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_d.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_05_AT_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_d.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_d.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_06_CA_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_07_DB_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_07_DB_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_08_BF_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_08_BF_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_d.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_d.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_n.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_n.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_nb.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_nb.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_p.txt,common/inline_scripts/esc_computers/IN_LINE_esc_com_99_MX_p.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_components/bio_ship_generic_resource.txt,common/inline_scripts/ship_components/bio_ship_generic_resource.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_components/bio_weaver_SFT_evasion_weapons.txt,common/inline_scripts/ship_components/bio_weaver_SFT_evasion_weapons.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_components/bio_weaver_SFT_fire_rate_weapons.txt,common/inline_scripts/ship_components/bio_weaver_SFT_fire_rate_weapons.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_components/bio_weaver_SFT_healing_weapons.txt,common/inline_scripts/ship_components/bio_weaver_SFT_healing_weapons.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_CO.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_CO.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_CO_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_CO_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_FF.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_FF.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_FF_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_01_FF_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_02_DD.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_02_DD.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_02_DD_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_02_DD_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_03_CC.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_03_CC.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_03_CC_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_03_CC_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_04_BB.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_04_BB.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_04_BB_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_04_BB_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_05_TI.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_05_TI.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_05_TI_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_05_TI_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_12_WV.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_12_WV.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_12_WV_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_12_WV_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_13_HB.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_13_HB.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_13_HB_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_13_HB_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_14_ST.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_14_ST.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_14_ST_clear.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_14_ST_clear.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_zz_LOG.txt,common/inline_scripts/ship_design/IN_LINE_SHIP_DESIGN_zz_LOG.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_00_tech_AIW.txt,common/scripted_variables/00_00_tech_AIW.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_SFTz_component_computer.txt,common/scripted_variables/00_SFTz_component_computer.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_SFTz_component_special.txt,common/scripted_variables/00_SFTz_component_special.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_SFTz_range.txt,common/scripted_variables/00_SFTz_range.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_SFTz_RTFD.txt,common/scripted_variables/00_SFTz_RTFD.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/00_SFTz_speed_modifier.txt,common/scripted_variables/00_SFTz_speed_modifier.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
common/scripted_variables/zz_esc_scripted_variables.txt,common/scripted_variables/zz_esc_scripted_variables.txt,copied,SFT ship build/combat-computer equivalence surface; section templates intentionally excluded
SFT add-ons 3703611846 + 3726506420,common/scripted_triggers/zzzz_staid_sft_addon_equivalence.txt,generated,matches active add-ons: disable SFT sections and remove combat-computer restrictions
SFT on_decade_pulse ship-design refresh path,common/on_actions/zzzz_staid_sft_design_refresh_on_actions.txt,generated,retains SFT design refresh without copying section unlock or auto-research hooks
