row_family,consumer_surface,consumer_proof_status,object_type,object_id,role,source_scope,consumer_modeling_status,can_consume_now,readiness_phase,build_plan_candidate,gate_reasons,blocker_count,blocker_issue_types,benefit_numeric_rows,benefit_policy_required_rows,fallback_building_id,fallback_lifetime,replacement_policy,selected_objects,source_mod,source_file,next_action
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,aesthetic_wonders_holomuseum,research_world,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,aesthetic_wonders_holomuseum,Stellaris vanilla,common\buildings\21_grand_archive_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_abandoned_gene_clinic,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_abandoned_gene_clinic,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_adakkaria_patriotic_institute,support,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_adakkaria_patriotic_institute,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_advanced_storm_attraction_center,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_advanced_storm_attraction_center,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_advanced_storm_repellent_center,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,technology_prerequisite,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_advanced_storm_repellent_center,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_advanced_storm_resistant_production,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_advanced_storm_resistant_production,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_affluence_center,factory_world,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,3,0,building_junkheap,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_affluence_center,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_affluence_emporium,support,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_affluence_emporium,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ai_emporium,research_world,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,2,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ai_emporium,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_akx_worm_3,research_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_akx_worm_3,Stellaris vanilla,common\buildings\12_event_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_alpha_hub,research_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_alpha_hub,Stellaris vanilla,common\buildings\08_unity_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_amphitheater_of_the_mind,research_world,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_amphitheater_of_the_mind,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_amusement_megaplex,generator_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,2,0,building_giga_gas_giant_habitation_module,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_amusement_megaplex,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_control_center,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,2,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_control_center,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_cryo_chamber,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,1,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_cryo_chamber,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_hive_capital,trade_world,readiness,not_build_plan_candidate,no,conditional_scripted,no,not_build_plan_candidate;scripted_potential_allow,0,,2,0,building_tendril_cradle_4,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_hive_capital,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Exclude from construction ordering unless source-backed candidate rules change.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_palace,support,readiness,not_build_plan_candidate,no,conditional_scripted,no,not_build_plan_candidate;scripted_potential_allow,0,,2,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_palace,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt,Exclude from construction ordering unless source-backed candidate rules change.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_ward_1,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_ward_1,Stellaris vanilla,common\buildings\23_shroud_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_ancient_ward_2,support,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_ancient_ward_2,Stellaris vanilla,common\buildings\23_shroud_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aquifer_farm,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_aquifer_farm,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aquifer_lab,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_aquifer_lab,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aquifer_resort,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_aquifer_resort,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_archaeo_refinery,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_archaeo_refinery,Stellaris vanilla,common\buildings\04_manufacturing_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_archaeostudies_faculty,research_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_archaeostudies_faculty,Planetary Diversity - More Arcologies,common\buildings\zzz_pd_archaeostudies_faculty_archeotech_override.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_archipelago_farm,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_archipelago_farm,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_archipelago_foundry,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_archipelago_foundry,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_archipelago_resort,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_archipelago_resort,Planetary Diversity,common\buildings\pd_rare_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_artist_patron,support,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_artist_patron,Stellaris vanilla,common\buildings\12_event_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aspmod_planetary_processing_network,support,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_aspmod_planetary_processing_network,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aspmod_primitive_factory,factory_world,readiness,not_build_plan_candidate,no,base_available,no,not_build_plan_candidate,0,,1,0,,,no_proactive_replacement_static_evidence,building_aspmod_primitive_factory,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt,Exclude from construction ordering unless source-backed candidate rules change.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aspmod_primitive_farm,agri_world,readiness,not_build_plan_candidate,no,base_available,no,not_build_plan_candidate,0,,1,0,,,no_proactive_replacement_static_evidence,building_aspmod_primitive_farm,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt,Exclude from construction ordering unless source-backed candidate rules change.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aspmod_primitive_mine,mining_world,readiness,not_build_plan_candidate,no,base_available,no,not_build_plan_candidate,0,,1,0,,,no_proactive_replacement_static_evidence,building_aspmod_primitive_mine,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt,Exclude from construction ordering unless source-backed candidate rules change.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_aspmod_urban_dwellings,support,readiness,scorable_now,yes,base_available,yes,,0,,1,0,,,no_proactive_replacement_static_evidence,building_aspmod_urban_dwellings,Archaeology Story Pack 4.4.1,common\buildings\aspmod_buildings.txt,Eligible for conservative construction ordering.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_astral_siphon_1,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_astral_siphon_1,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_astral_siphon_2,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_astral_siphon_2,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_astral_siphon_3,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_astral_siphon_3,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_astrometeorology_observation_center,support,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,0,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_astrometeorology_observation_center,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_augmentation_bazaars,generator_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,1,0,building_giga_gas_giant_habitation_module,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_augmentation_bazaars,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_augmentation_bazaars_branch,research_world,readiness,gated_scorable_with_conditions,conditional,conditional_scripted,yes,scripted_potential_allow,0,,2,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_augmentation_bazaars_branch,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_augmentation_center,research_world,readiness,gated_scorable_with_conditions,conditional,after_event_flag,yes,event_flag;scripted_potential_allow,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_augmentation_center,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_autochthon_monument,unity_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_sanctuary,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_autochthon_monument,Stellaris vanilla,common\buildings\08_unity_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_autocurating_vault,research_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,0,0,building_master_archive,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_autocurating_vault,Stellaris vanilla,common\buildings\08_unity_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_1,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_1,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_2,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_2,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_farmer_1,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_farmer_1,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_farmer_2,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_farmer_2,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_miner_1,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_miner_1,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_miner_2,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_miner_2,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_technician_1,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_technician_1,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_automation_technician_2,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_automation_technician_2,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_avatar_chamber_1,support,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,2,0,building_giga_matrioshka_brain_uplink_hell,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_avatar_chamber_1,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_avatar_chamber_2,unity_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,3,0,building_giga_matrioshka_brain_uplink_sanctuary,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_avatar_chamber_2,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_avatar_chamber_3,unity_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,3,0,building_giga_matrioshka_brain_uplink_sanctuary,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_avatar_chamber_3,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_avatar_chamber_4,unity_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,3,0,building_giga_matrioshka_brain_uplink_sanctuary,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_avatar_chamber_4,Stellaris vanilla,common\buildings\21_wilderness_buildings.txt,Emit only with readiness gates or use fallback policy.
building,building_or_district_ai_resource_production_filter,director_generator_proven,building,building_baol_organic_plant,agri_world,readiness,gated_scorable_with_conditions,conditional,after_prerequisite,yes,scripted_potential_allow;technology_prerequisite,0,,1,0,building_giga_interstellar_hydroponic_farm,permanent_or_no_regret_only,no_proactive_replacement_static_evidence,building_baol_organic_plant,Stellaris vanilla,common\buildings\03_resource_buildings.txt,Emit only with readiness gates or use fallback policy.
