object_id,object_type,route_id,priority_band,timing,empire_context,prereq_state,desired_action,weight_formula,safety_gates,parent_ai_strategy,source_file,notes
building_giga_matrioshka_brain_uplink,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,reuse,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_complete
building_giga_matrioshka_brain_uplink_robot,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_absent
building_giga_matrioshka_brain_uplink_sanctuary,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_absent
building_giga_matrioshka_brain_uplink_training,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_absent
building_giga_matrioshka_brain_uplink_unity,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_absent
building_giga_matrioshka_brain_uplink_virtual,building,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/buildings/giga_matrioshka_brain_uplinks.txt,flavor_low_impact with parent_ai_absent
dyson_sphere_0_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_absent
dyson_sphere_1_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_partial
dyson_sphere_2_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_partial
dyson_sphere_3_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_partial
dyson_sphere_4_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_partial
dyson_sphere_5_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_dyson_sphere_o_star.txt,economy_multiplier with parent_ai_partial
matrioshka_brain_0_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/000_i_matrioshka_brain_dummy.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_partial
matrioshka_brain_0_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_0_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_1_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_2_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_3_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_4_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_a_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_b_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_f_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_g_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_k_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_m_giant_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_m_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
matrioshka_brain_5_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_i_matrioshka_brain_revised.txt,economy_multiplier with parent_ai_absent
neutronium_gigaforge_0,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/000_e_neutronium_gigaforge_dummy.txt,economy_multiplier with parent_ai_absent
neutronium_gigaforge_0,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_partial
neutronium_gigaforge_1,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_partial
neutronium_gigaforge_2,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_partial
neutronium_gigaforge_3,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_partial
neutronium_gigaforge_restored,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_partial
neutronium_gigaforge_ruined,megastructure,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_neutronium_gigaforge.txt,economy_multiplier with parent_ai_absent
nidavellir_forge_0,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/000_i_nidavellir_forge_dummy.txt,economy_multiplier with parent_ai_absent
nidavellir_forge_0,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_nidavellir_forge.txt,economy_multiplier with parent_ai_partial
nidavellir_forge_1,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_nidavellir_forge.txt,economy_multiplier with parent_ai_partial
nidavellir_forge_2,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_nidavellir_forge.txt,economy_multiplier with parent_ai_partial
nidavellir_forge_3,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_nidavellir_forge.txt,economy_multiplier with parent_ai_partial
nidavellir_forge_4,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,supplement,common/megastructures/zz_i_nidavellir_forge.txt,economy_multiplier with parent_ai_partial
star_lifter_0_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
star_lifter_1_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
star_lifter_2_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
star_lifter_3_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
star_lifter_4_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
star_lifter_5_o_star,megastructure,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,build,,no_core_deficit;route_prerequisites_resolved,override,common/megastructures/zz_e_star_lifter_revised.txt,prerequisite_only with parent_ai_absent
ehof_giga_new_create_neutronium_gigaforge_system,scripted_effect,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_effects/z_giga_new_ehof_effects_1.txt,prerequisite_only with parent_ai_absent
remove_flags_matrioshka_brain,scripted_effect,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_effects/giga_menu_effects.txt,prerequisite_only with parent_ai_absent
remove_flags_nidavellir,scripted_effect,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_effects/giga_menu_effects.txt,prerequisite_only with parent_ai_absent
ehof_giga_new_is_neutronium_gigaforge,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_new_ehof_triggers.txt,prerequisite_only with parent_ai_absent
ehof_giga_new_system_cannot_spawn_neutronium_gigaforge,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_new_ehof_triggers.txt,prerequisite_only with parent_ai_absent
giga_has_completed_matrioshka_brain,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_achievement_triggers.txt,prerequisite_only with parent_ai_absent
giga_has_completed_nidavellir,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_achievement_triggers.txt,prerequisite_only with parent_ai_absent
giga_has_matrioshka_brain,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_megastructure_type_triggers.txt,prerequisite_only with parent_ai_absent
giga_has_neutronium_gigaforge,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_megastructure_type_triggers.txt,prerequisite_only with parent_ai_absent
giga_has_nidavellir_forge,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_megastructure_type_triggers.txt,prerequisite_only with parent_ai_absent
giga_is_o_star_for_megas,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_scripted_triggers.txt,prerequisite_only with parent_ai_absent
giga_is_valid_o_star_location,scripted_trigger,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/giga_scripted_triggers.txt,prerequisite_only with parent_ai_absent
is_hypo_stars_white_hole,scripted_trigger,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/00_giga_compat_overwrite_me.txt,prerequisite_only with parent_ai_absent
is_star_class_sc_magnetar,scripted_trigger,apex_site_preservation_core,high,opening,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/scripted_triggers/z_giga_stars_triggers.txt,prerequisite_only with parent_ai_absent
giga_matrioshka_brain_limit,scripted_value,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/script_values/giga_megastructure_limits.txt,prerequisite_only with parent_ai_absent
giga_matrioshka_brain_uplink_count,scripted_value,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/script_values/giga_matrioshka_brain_values.txt,prerequisite_only with parent_ai_absent
giga_matrioshka_brain_uplink_multiplicative_value,scripted_value,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/script_values/giga_matrioshka_brain_values.txt,prerequisite_only with parent_ai_absent
giga_nidavellir_limit,scripted_value,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,observe,,no_core_deficit;route_prerequisites_resolved,override,common/script_values/giga_megastructure_limits.txt,prerequisite_only with parent_ai_absent
giga_tech_brain_o_star,technology,apex_site_preservation_core,high,midgame,high_scale_supported_playset,see_dependency_edges,research,,no_core_deficit;route_prerequisites_resolved,supplement,common/technology/giga_01_physics.txt,mandatory_unlock with parent_ai_partial
